Raw_Turbidity,Raw_Colour,Raw_PH,PAC,KMnO4,ACD,Turbidity_class
57.6,380.0,6.51,3.5,0.5,0.35,medium
26.63,180.0,7.46,1.0,0.19,0.2,low
189.4,500.0,7.52,5.0,0.12,0.25,high
55.0,282.0,7.56,0.5,0.16,0.2,low
162.0,500.0,7.76,1.5,0.3,0.5,high
38.9,342.0,6.81,2.5,0.7,0.65,medium
12.5,195.0,7.52,2.5,0.24,0.25,low
101.3,500.0,6.81,3.5,0.25,0.3,high
98.5,300.0,6.95,4.5,0.5,0.5,low
32.6,216.0,7.06,3.5,0.15,0.3,medium
100.0,500.0,6.9,4.5,0.5,0.75,medium
8.5,192.0,7.52,1.2,0.12,0.1,low
79.1,500.0,6.81,2.0,0.6,0.3,high
78.6,479.0,6.71,4.5,0.5,0.4,medium
19.1,319.0,6.93,2.5,0.4,0.5,medium
48.2,188.0,7.45,1.5,0.2,0.35,low
15.6,166.0,7.54,1.0,0.17,0.25,high
19.1,276.0,6.52,3.5,0.5,0.75,low
33.1,319.0,6.6,3.5,0.6,0.35,medium
28.5,290.0,6.92,4.0,0.5,0.75,high
40.1,235.0,6.75,3.5,0.4,0.35,high
460.0,500.0,6.99,7.0,0.51,0.75,high
32.9,385.0,6.75,3.0,0.55,0.35,medium
62.0,125.0,7.0,3.5,0.17,0.2,low
6.77,102.0,8.45,0.35,0.11,0.15,low
79.1,350.0,6.81,3.5,0.35,0.4,high
44.2,338.0,7.28,5.0,0.4,0.65,medium
29.1,320.0,7.15,4.5,0.4,0.65,high
14.0,195.0,7.59,1.5,0.17,0.25,low
24.6,280.0,6.72,3.5,0.2,0.3,medium
381.2,500.0,6.8,5.0,0.8,0.45,high
55.4,285.0,7.34,2.0,0.1,0.25,low
31.1,220.0,6.99,4.5,0.15,0.3,high
66.8,500.0,7.66,4.0,0.45,0.4,medium
100.0,500.0,6.9,5.5,0.5,0.75,high
34.8,386.0,6.72,3.5,0.65,0.3,medium
17.2,212.0,7.57,3.5,0.27,0.35,medium
41.08,300.0,7.58,1.0,0.18,0.25,medium
27.5,295.0,7.01,2.5,0.5,0.65,high
22.6,238.0,6.95,2.5,0.15,0.35,medium
100.0,500.0,6.9,3.5,0.5,0.75,high
20.0,228.0,7.48,2.5,0.24,0.25,low
228.0,500.0,6.89,5.0,0.45,0.75,high
381.4,500.0,7.55,7.0,0.15,0.25,high
45.1,437.0,6.97,4.0,0.35,0.35,high
240.6,500.0,6.89,3.5,0.5,0.4,medium
14.0,300.0,7.31,2.0,0.55,0.65,low
24.92,160.0,7.35,1.5,0.19,0.25,low
35.5,364.0,6.55,3.5,0.5,0.75,low
16.2,172.0,7.38,2.0,0.16,0.2,low
11.8,500.0,7.7,2.5,0.45,0.55,high
48.5,500.0,6.85,3.0,0.43,0.7,low
206.6,500.0,6.89,4.0,0.5,0.45,medium
12.1,176.0,7.5,3.0,0.12,0.15,medium
22.5,180.0,6.91,4.0,0.65,0.3,medium
45.1,437.0,6.97,3.5,0.35,0.35,high
400.0,500.0,7.56,5.0,0.32,0.35,low
42.6,258.0,7.18,5.5,0.2,0.3,high
31.1,120.0,6.99,4.5,0.2,0.3,medium
38.5,295.0,7.57,3.0,0.22,0.15,low
9.75,103.0,8.6,0.2,0.08,0.1,low
30.1,337.0,6.42,2.0,0.52,0.65,low
38.3,190.0,7.49,1.0,0.28,0.3,low
31.5,310.0,6.81,2.5,0.4,0.35,medium
21.6,159.0,7.38,3.0,0.12,0.2,medium
33.3,61.0,7.03,4.5,0.9,0.35,medium
33.0,321.0,7.02,4.0,0.4,0.35,medium
177.6,500.0,7.52,4.0,0.17,0.25,low
37.6,480.0,6.76,2.0,0.3,0.35,medium
27.8,159.0,7.49,3.0,0.24,0.15,high
29.2,148.0,6.96,4.5,0.37,0.5,high
29.3,352.0,6.77,3.0,0.5,0.75,low
20.0,228.0,7.48,0.5,0.24,0.25,medium
47.4,200.0,7.69,1.0,0.12,0.3,high
20.7,191.0,7.57,1.5,0.22,0.15,medium
17.8,120.0,6.9,3.5,0.22,0.35,low
21.0,169.0,7.52,3.0,0.17,0.25,low
195.5,300.0,7.49,2.0,0.17,0.25,high
19.2,182.0,7.42,2.0,0.2,0.15,low
14.1,317.0,6.65,3.5,0.25,0.35,low
55.0,429.0,7.12,4.0,0.5,0.65,medium
172.1,458.0,6.91,6.0,0.4,0.4,high
128.0,200.0,7.52,2.5,0.19,0.25,medium
15.2,142.0,7.29,2.5,0.22,0.35,low
55.8,500.0,6.69,2.5,0.4,0.35,medium
210.0,500.0,6.88,4.0,0.25,0.55,medium
223.0,500.0,6.89,3.0,0.35,0.75,high
35.5,364.0,6.55,3.0,0.5,0.75,low
29.1,350.0,6.81,4.0,0.5,0.3,high
49.1,399.0,7.1,4.5,0.4,0.35,low
102.6,500.0,6.96,4.0,0.5,0.35,medium
24.5,300.0,7.55,2.5,0.27,0.3,medium
155.4,500.0,7.59,5.0,0.26,0.27,low
20.7,191.0,7.57,1.0,0.22,0.15,medium
22.6,232.0,6.73,3.0,0.7,0.3,low
22.0,242.0,7.01,2.5,0.37,0.55,low
45.4,209.0,7.52,3.5,0.11,0.15,high
39.6,423.0,6.79,3.0,0.65,0.3,medium
10.2,166.0,7.48,0.25,0.45,3.0,low
59.5,500.0,7.85,2.0,0.17,0.25,medium
19.7,178.0,7.49,3.0,0.17,0.15,medium
79.2,500.0,6.63,4.5,0.5,0.5,medium
22.1,179.0,7.42,2.0,0.2,0.15,low
196.0,500.0,6.87,5.5,0.5,0.65,medium
35.2,383.0,7.06,3.5,0.45,0.75,low
38.0,359.0,7.0,4.0,0.4,0.65,medium
27.9,292.0,6.23,4.5,0.25,0.35,low
13.6,168.0,7.5,0.5,0.08,0.1,high
210.0,500.0,6.75,3.0,0.65,0.35,high
21.9,317.0,6.6,4.0,0.3,0.35,medium
55.0,282.0,7.56,3.0,0.16,0.2,low
71.6,500.0,6.69,7.0,0.5,0.45,high
21.1,125.0,6.9,4.0,0.2,0.35,medium
152.0,500.0,6.88,5.5,0.45,0.75,high
19.7,178.0,7.49,1.5,0.17,0.15,low
209.8,500.0,6.89,3.5,0.5,0.4,medium
310.0,500.0,6.28,2.5,0.45,0.75,high
46.1,356.0,6.72,4.0,0.7,0.3,medium
102.0,500.0,7.15,5.5,0.45,0.75,low
69.4,500.0,7.49,6.0,0.2,0.25,high
252.3,500.0,6.56,6.0,0.75,0.45,medium
48.9,423.0,7.51,2.0,0.4,0.3,high
24.5,300.0,7.55,0.5,0.27,0.3,high
14.2,152.0,7.56,2.0,0.12,0.15,low
110.0,500.0,6.75,2.5,0.35,0.3,high
110.0,500.0,6.9,4.0,0.5,0.75,medium
22.0,390.0,7.44,2.5,0.19,0.25,low
153.0,498.0,6.4,3.0,0.42,0.75,high
32.1,179.0,7.46,1.5,0.15,0.16,low
31.1,220.0,6.99,3.5,0.15,0.3,high
53.2,289.0,6.82,4.0,0.7,0.45,low
15.6,166.0,7.54,0.5,0.17,0.25,high
221.6,500.0,6.78,5.0,0.65,0.4,medium
107.2,500.0,7.11,6.0,0.4,0.75,medium
51.7,310.0,6.71,5.0,0.5,0.3,high
9.6,176.0,7.48,0.3,0.95,3.0,low
30.1,290.0,6.88,4.0,0.42,0.65,medium
43.2,380.0,6.82,4.5,0.25,0.35,medium
32.1,179.0,7.46,3.0,0.15,0.16,low
49.0,415.0,6.89,2.5,0.42,0.6,high
188.0,500.0,6.33,2.0,0.2,0.35,high
245.4,400.0,7.52,4.0,0.17,0.25,high
49.1,323.0,6.95,3.0,0.3,0.35,high
25.4,185.0,7.48,2.0,0.12,0.2,low
117.0,500.0,6.85,3.0,0.9,0.35,high
17.5,189.0,7.52,1.5,0.11,0.15,low
200.0,500.0,6.32,2.0,0.2,0.35,high
48.0,200.0,7.51,2.5,0.2,0.21,low
22.02,160.0,7.58,2.5,0.18,0.25,low
49.1,427.0,6.23,2.0,0.25,0.4,medium
42.0,288.0,7.58,3.0,0.19,0.25,low
58.1,420.0,6.91,2.5,0.3,0.4,medium
59.1,430.0,6.98,4.5,0.4,0.35,high
115.1,500.0,6.86,4.0,0.9,0.35,high
25.4,176.0,7.25,3.0,0.15,0.2,high
50.8,500.0,6.2,4.0,0.35,0.75,high
83.1,430.0,7.36,2.5,0.2,0.3,low
22.4,195.0,7.49,2.0,0.55,0.65,low
43.2,380.0,6.82,5.5,0.25,0.35,high
16.0,196.0,7.56,1.5,0.12,0.15,high
223.0,500.0,6.89,4.0,0.35,0.75,high
34.1,210.0,6.89,4.0,0.5,0.3,high
39.8,286.0,7.36,3.0,0.27,0.35,medium
35.18,136.0,7.55,0.5,0.12,0.2,low
0.0,0.0,0.0,0.0,0.0,0.0,
27.1,159.0,7.45,1.5,0.11,0.25,low
29.5,195.0,7.51,1.0,0.2,0.15,low
57.6,380.0,6.51,4.5,0.5,0.35,high
52.8,500.0,6.52,4.0,0.4,0.35,medium
48.2,395.0,6.89,3.5,0.42,0.45,high
27.8,159.0,7.49,1.5,0.24,0.15,low
187.0,496.0,6.49,4.5,0.2,0.35,high
155.4,500.0,7.54,3.5,0.26,0.27,low
18.0,195.0,7.49,3.0,0.22,0.25,low
61.1,390.0,6.89,2.0,0.2,0.25,high
24.6,280.0,6.72,2.0,0.2,0.3,high
327.0,500.0,6.92,4.5,0.4,0.6,high
0.0,0.0,0.0,0.0,0.0,0.0,
75.6,412.0,6.84,3.5,0.35,0.4,medium
18.5,221.0,7.55,1.0,0.12,0.1,high
112.6,500.0,7.48,3.0,0.22,0.3,high
113.0,493.0,6.49,3.5,0.2,0.35,high
95.4,500.0,7.57,4.5,0.27,0.25,high
48.2,395.0,6.89,5.5,0.42,0.45,medium
65.9,500.0,6.89,5.0,0.45,0.7,medium
29.5,221.0,7.42,2.5,0.12,0.2,medium
32.6,342.0,6.81,4.0,0.65,0.3,medium
107.9,500.0,6.58,3.5,0.35,0.4,high
17.9,265.0,6.76,2.0,0.3,0.35,medium
16.0,160.0,7.46,0.5,0.1,0.15,medium
55.9,188.0,7.51,2.5,0.22,0.2,low
38.2,180.0,7.56,0.5,0.15,0.12,low
29.4,185.0,7.5,3.5,0.25,0.15,medium
38.2,500.0,6.62,3.0,0.6,0.25,medium
25.0,200.0,7.3,3.0,0.17,0.5,medium
80.1,398.0,6.8,3.0,0.5,0.35,high
57.2,48.3,7.47,2.5,0.4,0.75,high
38.6,382.0,6.65,4.5,0.5,0.4,medium
102.6,500.0,6.95,5.5,0.55,0.25,high
27.1,159.0,7.45,3.0,0.11,0.25,medium
34.8,386.0,6.72,4.5,0.65,0.3,medium
38.9,342.0,6.81,5.0,0.7,0.65,high
31.1,295.0,6.81,4.0,0.4,0.3,high
52.5,465.0,6.85,3.5,0.4,0.5,high
87.2,478.0,6.6,3.0,0.5,0.75,high
135.4,300.0,7.59,4.5,0.22,0.3,high
35.9,416.0,6.62,3.5,0.5,0.75,low
19.2,329.0,6.81,5.0,0.55,0.65,medium
27.1,320.0,6.71,3.0,0.15,0.35,medium
200.0,500.0,6.85,4.5,0.5,0.35,medium
188.0,500.0,7.06,4.0,0.45,0.75,high
82.0,428.0,6.19,4.5,0.2,0.35,medium
89.6,500.0,7.02,5.0,0.45,0.75,medium
39.1,310.0,6.9,4.0,0.2,0.3,high
35.0,321.0,6.89,2.0,0.6,0.75,medium
29.7,190.0,7.42,1.0,0.15,0.2,low
45.5,375.0,6.98,3.0,0.25,0.35,low
18.5,172.0,7.5,1.0,0.12,0.15,high
20.3,180.0,7.12,3.5,0.15,0.25,high
61.4,397.0,6.2,4.0,0.5,0.35,medium
18.1,294.0,6.35,2.5,0.5,0.75,low
230.0,500.0,6.85,3.5,0.72,0.4,high
295.0,500.0,6.89,6.0,0.5,0.75,medium
38.2,500.0,6.62,2.5,0.6,0.25,medium
42.5,500.0,6.3,3.5,0.5,0.75,low
32.11,192.0,7.42,2.5,0.11,0.5,low
122.0,500.0,7.59,5.0,0.2,0.35,high
62.2,188.0,6.82,4.5,0.4,0.25,high
33.3,393.0,6.72,4.5,0.2,0.45,medium
71.6,500.0,6.69,3.0,0.5,0.45,high
20.0,228.0,7.48,2.0,0.24,0.25,low
79.6,500.0,7.01,4.5,0.4,0.75,low
173.0,500.0,7.0,4.5,0.2,0.35,medium
14.3,190.0,7.5,1.0,0.17,0.25,low
162.5,500.0,6.85,4.5,0.5,0.75,medium
71.2,436.0,6.8,5.0,0.35,0.35,medium
187.4,500.0,7.43,4.0,0.29,0.25,high
61.1,310.0,6.99,3.0,0.65,0.35,high
18.4,182.0,7.52,1.0,0.15,0.25,high
400.0,500.0,7.56,4.5,0.32,0.35,low
180.0,500.0,6.79,3.0,0.2,0.35,high
22.02,160.0,7.58,1.5,0.18,0.25,high
30.1,290.0,6.88,5.0,0.42,0.65,high
48.0,200.0,7.51,1.0,0.2,0.21,low
102.0,500.0,7.15,5.0,0.45,0.75,low
51.4,250.0,7.6,3.5,0.21,0.25,high
21.6,179.0,7.43,1.0,0.12,0.15,low
18.4,182.0,7.52,2.0,0.15,0.25,medium
102.6,500.0,6.96,5.0,0.5,0.35,medium
49.1,390.0,6.75,4.5,0.35,0.45,medium
79.5,493.0,7.52,6.0,0.4,0.75,medium
497.0,500.0,6.96,5.0,0.4,0.75,high
23.0,410.0,6.99,3.5,0.5,0.3,high
111.7,500.0,6.99,5.5,0.4,0.45,high
27.5,295.0,7.01,3.0,0.5,0.65,medium
35.2,180.0,7.45,1.0,0.2,0.25,low
20.5,185.0,7.52,2.0,0.11,0.15,low
18.0,184.0,6.82,2.5,0.37,0.55,low
39.6,423.0,6.79,2.5,0.65,0.3,medium
32.52,180.0,7.46,0.5,0.11,0.21,low
31.1,310.0,6.81,4.0,0.15,0.3,medium
76.2,387.0,7.12,5.0,0.4,0.2,medium
52.6,397.0,6.61,3.0,0.75,0.35,low
4.0,92.0,8.63,0.1,0.55,0.75,low
52.8,429.0,6.79,5.0,0.7,0.35,high
40.1,235.0,6.75,4.5,0.4,0.35,high
210.0,500.0,6.39,5.0,0.42,0.75,high
381.4,500.0,7.55,7.5,0.15,0.25,high
102.0,500.0,7.15,3.5,0.45,0.75,low
29.1,320.0,7.15,3.5,0.4,0.65,low
53.2,500.0,7.4,3.0,0.8,0.2,medium
115.1,500.0,6.85,4.5,0.9,0.4,high
500.0,180.0,7.56,2.5,0.1,0.12,low
497.0,500.0,6.96,6.0,0.4,0.75,high
19.6,206.0,6.77,3.0,0.75,0.3,medium
95.9,500.0,7.42,2.0,0.17,0.25,high
46.2,160.0,7.56,2.0,0.17,0.22,low
28.2,220.0,6.82,2.0,0.35,0.3,medium
72.9,195.0,7.69,3.5,0.24,0.3,high
53.1,310.0,7.0,4.0,0.65,0.3,high
39.1,310.0,6.9,2.5,0.2,0.3,high
49.0,180.0,7.51,0.5,0.1,0.12,low
19.8,272.0,6.87,3.5,0.22,0.35,low
22.6,219.0,7.02,4.5,0.45,0.75,medium
484.0,500.0,6.62,5.0,0.5,0.75,high
72.8,500.0,6.82,3.0,0.5,0.35,medium
15.9,239.0,7.1,3.5,0.4,0.55,medium
60.1,120.0,6.91,5.5,0.4,0.35,high
58.6,320.0,7.24,3.0,0.2,0.3,medium
120.0,280.0,7.56,0.5,0.12,0.21,low
27.2,420.0,6.99,3.0,0.42,0.6,high
24.6,258.0,6.85,4.5,0.2,0.35,high
41.0,430.0,7.1,4.0,0.6,0.35,medium
45.4,500.0,7.51,1.5,0.28,0.35,high
47.6,325.0,6.78,4.5,0.35,0.5,low
37.2,386.0,6.96,4.5,0.3,0.35,medium
80.9,500.0,7.7,2.5,0.17,0.25,low
21.6,179.0,7.43,2.0,0.12,0.15,medium
58.61,92.0,7.61,3.0,0.1,0.12,low
14.21,156.0,7.54,0.2,0.09,0.1,high
31.0,460.0,7.5,2.0,0.17,0.25,low
19.1,289.0,6.82,2.5,0.6,0.75,medium
37.1,181.0,6.75,4.0,0.15,0.3,medium
284.8,500.0,6.78,5.5,0.35,0.4,high
32.5,390.0,6.78,2.5,0.55,0.35,medium
221.6,500.0,6.78,4.0,0.65,0.4,medium
35.4,500.0,7.41,0.6,0.8,2.0,low
46.2,160.0,7.56,1.5,0.17,0.22,low
202.1,280.0,6.65,2.0,0.45,0.35,medium
180.0,500.0,6.91,4.5,0.3,0.35,high
62.6,500.0,6.88,6.0,0.6,0.35,low
29.1,290.0,6.81,3.5,0.65,0.3,medium
45.4,209.0,7.52,4.0,0.11,0.15,high
91.0,500.0,6.77,3.5,0.35,0.45,medium
398.9,500.0,6.52,6.5,0.65,0.35,high
492.0,500.0,6.59,4.5,0.5,0.75,medium
83.1,430.0,7.36,0.5,0.2,0.3,low
460.0,500.0,6.99,8.5,0.51,0.75,high
168.0,500.0,7.05,3.5,0.4,0.75,high
91.3,500.0,6.69,3.5,0.4,0.35,medium
494.6,500.0,6.52,6.5,0.6,0.35,medium
82.0,428.0,6.19,5.0,0.2,0.35,medium
39.0,37.5,6.68,4.0,0.4,0.75,high
13.2,150.0,7.44,2.0,0.16,0.25,low
181.1,500.0,6.79,2.5,0.6,0.3,high
61.9,488.0,7.25,4.0,0.4,0.75,high
19.5,192.0,7.42,1.0,0.12,0.5,low
14.11,142.0,7.52,0.5,0.09,0.1,medium
18.0,195.0,7.49,1.0,0.22,0.25,low
57.2,48.3,7.47,5.0,0.4,0.75,low
180.0,500.0,6.91,5.0,0.3,0.35,high
32.9,385.0,6.75,4.0,0.55,0.35,medium
152.0,500.0,6.88,4.0,0.45,0.75,medium
23.5,191.0,7.49,3.0,0.12,0.15,low
11.0,180.0,7.41,2.5,0.24,0.25,low
35.4,187.0,7.49,4.0,0.22,0.3,high
92.6,500.0,6.75,3.5,0.7,0.3,high
22.5,180.0,7.52,1.0,0.11,0.15,low
12.5,195.0,7.52,1.0,0.24,0.25,low
109.4,500.0,7.47,4.0,0.25,0.25,low
67.3,328.0,6.68,3.0,0.5,0.35,high
110.0,500.0,6.9,4.5,0.5,0.75,high
38.0,190.0,7.52,3.5,0.15,0.2,low
110.0,500.0,6.9,3.0,0.5,0.75,high
25.8,400.0,7.41,2.5,0.11,0.2,low
25.9,193.0,7.45,2.0,0.15,0.25,low
41.2,412.0,6.66,5.0,0.5,0.25,medium
12.5,199.0,7.99,0.5,0.9,3.0,low
221.2,500.0,6.58,5.0,0.6,0.3,medium
24.6,258.0,6.85,4.0,0.2,0.35,medium
45.4,209.0,7.52,2.0,0.11,0.15,medium
83.3,300.0,7.55,2.5,0.16,0.25,low
31.2,178.0,6.8,3.5,0.65,0.25,high
113.0,493.0,6.49,2.5,0.2,0.35,high
152.0,500.0,6.88,3.5,0.45,0.75,high
95.4,500.0,7.57,3.0,0.27,0.25,low
34.8,386.0,6.72,5.5,0.65,0.3,high
112.6,500.0,6.98,3.0,0.6,0.3,high
43.1,438.0,6.64,4.5,0.6,0.35,low
55.1,350.0,6.81,2.0,0.5,0.35,high
91.3,500.0,6.69,4.0,0.4,0.35,medium
95.9,500.0,7.42,2.5,0.17,0.25,high
12.1,176.0,7.5,2.5,0.12,0.15,low
221.2,500.0,6.58,5.5,0.6,0.3,medium
150.0,400.0,7.56,2.5,0.12,0.23,low
187.4,500.0,7.43,5.0,0.29,0.25,low
18.0,195.0,7.49,0.5,0.22,0.25,low
9.75,103.0,8.6,0.6,0.08,0.1,low
196.0,500.0,6.87,4.0,0.5,0.65,high
400.0,500.0,6.99,4.0,0.4,0.75,high
37.2,386.0,6.96,2.0,0.3,0.35,medium
27.6,180.0,7.46,3.0,0.17,0.2,low
52.8,429.0,6.79,5.5,0.7,0.35,high
95.4,238.0,7.53,2.0,0.19,0.25,low
73.1,390.0,6.72,4.5,0.4,0.3,high
177.6,500.0,7.52,3.0,0.17,0.25,low
31.1,311.0,6.71,2.0,0.15,0.35,high
4.1,152.0,7.52,1.2,0.12,0.15,medium
39.1,399.0,7.07,3.5,0.35,0.45,medium
87.6,500.0,6.67,5.0,0.75,0.4,medium
12.1,176.0,7.5,2.0,0.12,0.15,low
30.1,337.0,6.42,4.5,0.52,0.65,medium
42.6,258.0,7.18,5.0,0.2,0.3,high
18.2,189.0,7.39,2.5,0.15,0.2,low
14.2,152.0,7.56,1.5,0.12,0.15,medium
72.8,500.0,6.85,2.0,0.35,0.3,medium
38.2,180.0,7.56,1.0,0.15,0.12,low
23.5,352.0,6.65,5.0,0.5,0.75,high
55.9,295.0,7.49,3.0,0.24,0.3,medium
27.2,352.0,6.8,2.0,0.35,0.5,medium
20.1,197.0,7.2,3.0,0.4,0.75,low
14.5,150.0,7.35,3.0,0.12,0.15,low
42.9,400.0,6.8,2.5,0.4,0.55,medium
27.1,199.0,7.55,3.0,0.22,0.2,low
197.5,300.0,7.47,5.0,0.17,0.25,high
43.1,420.0,6.71,5.0,0.15,0.3,high
52.8,429.0,6.79,3.0,0.7,0.35,medium
65.4,395.0,7.49,3.0,0.12,0.25,medium
42.1,405.0,6.6,5.0,0.25,0.35,medium
89.0,500.0,6.9,3.0,0.5,0.71,high
35.4,196.0,7.54,2.5,0.27,0.15,medium
111.3,500.0,6.81,5.0,0.25,0.25,high
162.0,500.0,7.76,2.0,0.3,0.5,high
14.1,317.0,6.65,2.0,0.25,0.35,low
490.0,500.0,6.83,3.5,0.6,0.75,high
47.6,325.0,6.78,5.0,0.35,0.5,low
492.0,500.0,7.0,4.5,0.45,0.75,high
29.1,320.0,6.99,3.0,0.6,0.75,medium
14.6,329.0,6.65,4.0,0.3,0.35,low
32.2,298.0,7.5,1.0,0.22,0.3,high
23.4,236.0,6.82,2.0,0.15,0.3,medium
310.0,500.0,6.79,4.5,0.85,0.35,high
23.6,252.0,7.55,0.8,0.8,2.0,low
27.5,309.0,7.05,6.0,0.3,0.65,high
18.7,500.0,7.55,1.0,0.12,0.15,low
210.0,500.0,6.51,2.0,0.4,0.35,high
23.8,216.0,6.92,4.5,0.15,0.3,high
14.3,121.0,7.49,0.15,0.15,0.2,low
39.9,490.0,7.04,4.5,0.45,0.65,high
49.3,235.0,7.47,1.5,0.15,0.2,low
19.5,176.0,7.42,2.0,0.11,0.15,low
34.1,210.0,6.89,2.0,0.5,0.3,high
210.0,500.0,6.31,3.5,0.2,0.35,high
31.0,420.0,6.9,2.5,0.45,0.65,high
42.5,386.0,7.02,4.5,0.45,0.75,medium
350.0,190.0,7.55,3.5,0.32,0.35,low
196.2,500.0,7.12,3.5,0.5,0.4,medium
210.0,500.0,6.75,5.0,0.65,0.35,high
9.75,103.0,8.6,0.4,0.08,0.1,low
12.6,146.0,7.56,2.0,0.15,0.1,low
162.3,500.0,6.89,4.5,0.6,0.3,high
69.4,500.0,7.49,3.5,0.2,0.25,high
98.5,300.0,6.95,6.5,0.5,0.5,medium
27.2,230.0,7.37,2.5,0.12,0.15,low
39.9,385.0,6.88,5.0,0.4,0.75,medium
39.8,286.0,7.36,3.5,0.27,0.35,medium
240.6,500.0,6.89,4.0,0.5,0.4,medium
72.7,123.0,7.49,3.0,0.1,0.3,high
19.0,189.0,7.51,1.0,0.22,0.25,medium
55.6,500.0,6.82,2.5,0.4,0.35,medium
61.1,390.0,6.89,2.5,0.2,0.25,high
498.0,500.0,6.89,4.5,0.5,0.6,medium
19.2,329.0,6.81,3.5,0.55,0.65,low
38.9,49.0,7.35,3.0,0.65,0.3,low
46.2,160.0,7.56,3.0,0.17,0.22,low
210.0,500.0,6.99,3.0,0.75,0.4,high
39.8,286.0,7.36,4.5,0.27,0.35,high
44.5,488.0,6.31,5.0,0.3,0.45,high
49.3,235.0,7.47,3.0,0.15,0.2,high
310.0,500.0,6.79,3.5,0.85,0.35,high
63.2,394.0,7.02,5.5,0.5,0.75,high
69.6,500.0,6.68,3.0,0.5,0.3,medium
48.9,447.0,6.57,2.0,0.25,0.5,medium
44.5,488.0,6.31,4.5,0.3,0.45,medium
210.0,500.0,6.76,7.0,0.5,0.45,medium
55.4,291.0,7.55,3.5,0.2,0.25,high
81.6,500.0,6.98,3.5,0.35,0.35,medium
15.5,156.0,7.29,0.5,0.2,0.15,low
42.1,300.0,6.91,3.5,0.4,0.35,medium
35.4,187.0,7.49,2.0,0.22,0.3,low
38.6,382.0,6.65,3.0,0.5,0.4,medium
59.5,500.0,7.85,0.5,0.17,0.25,medium
245.4,400.0,7.52,2.5,0.17,0.25,high
41.7,235.0,7.45,3.0,0.25,0.15,low
53.1,88.0,6.29,2.5,0.4,0.35,high
116.0,500.0,6.78,4.0,0.5,0.3,medium
79.6,500.0,7.01,5.5,0.4,0.75,medium
19.8,272.0,6.87,3.0,0.22,0.35,low
21.4,220.0,7.15,4.5,0.15,0.3,medium
9.75,103.0,8.6,1.0,0.08,0.1,low
12.8,120.0,7.52,1.5,0.15,0.25,low
22.0,320.0,7.0,2.5,0.42,0.75,low
61.1,390.0,6.89,4.5,0.2,0.25,high
21.9,317.0,6.6,2.0,0.3,0.35,medium
29.5,199.0,7.58,2.0,0.28,0.25,low
210.0,500.0,6.76,3.0,0.5,0.45,medium
162.3,500.0,6.52,3.0,0.55,0.4,high
59.5,49.0,7.11,4.0,0.4,0.55,low
398.9,500.0,6.52,4.5,0.65,0.35,high
21.1,310.0,7.01,4.5,0.25,0.35,medium
76.2,387.0,7.12,3.5,0.4,0.2,medium
42.9,400.0,6.8,3.5,0.4,0.55,high
75.4,43.0,6.76,2.5,0.5,0.4,high
51.4,250.0,7.6,2.0,0.21,0.25,low
23.2,132.0,6.76,2.0,0.9,0.4,medium
48.2,188.0,7.45,2.0,0.2,0.35,low
425.2,500.0,6.52,5.5,0.7,0.4,high
70.1,500.0,6.61,4.0,0.6,0.4,medium
115.0,500.0,7.12,6.0,0.4,0.7,medium
61.2,500.0,7.12,5.0,0.35,0.45,high
82.1,500.0,6.87,4.5,0.45,0.35,medium
32.9,385.0,6.75,3.5,0.55,0.35,medium
25.21,160.0,7.25,2.0,0.17,0.15,low
79.0,500.0,6.99,3.5,0.5,0.65,high
219.0,500.0,6.81,6.0,0.8,0.35,high
29.0,298.0,6.95,2.0,0.4,0.6,high
137.2,500.0,7.11,5.0,0.4,0.75,high
47.4,200.0,7.69,3.0,0.12,0.3,high
42.1,405.0,6.6,2.5,0.25,0.35,high
41.0,456.0,6.98,3.0,0.5,0.65,high
22.1,180.0,6.99,2.0,0.55,0.35,high
438.0,500.0,8.19,5.0,0.4,0.75,high
24.5,300.0,7.55,1.5,0.27,0.3,medium
271.1,500.0,6.78,3.0,0.75,0.35,high
48.2,188.0,7.45,1.0,0.2,0.35,low
69.6,500.0,6.68,4.0,0.5,0.3,medium
48.5,500.0,6.85,4.0,0.43,0.7,low
4.0,92.0,8.63,0.3,0.55,0.75,low
69.6,500.0,6.68,5.0,0.5,0.3,high
6.9,162.0,7.51,0.2,0.17,0.25,medium
29.5,195.0,7.51,1.5,0.2,0.15,low
19.3,210.0,6.56,2.0,0.24,0.35,medium
41.7,235.0,7.45,3.5,0.25,0.15,low
280.0,500.0,6.9,6.0,0.5,0.75,medium
14.11,142.0,7.52,3.0,0.09,0.1,low
21.6,159.0,7.38,2.0,0.12,0.2,low
15.1,155.0,7.35,3.5,0.12,0.2,medium
16.2,182.0,7.53,2.5,0.2,0.22,low
11.52,152.0,7.42,1.5,0.11,0.5,low
101.4,500.0,7.44,2.0,0.15,0.25,high
352.0,500.0,6.98,4.5,0.45,0.7,medium
22.21,192.0,7.52,2.5,0.11,0.15,low
19.1,190.0,6.99,2.5,0.22,0.35,medium
22.1,165.0,7.45,2.0,0.12,0.16,low
73.1,410.0,6.98,5.0,0.6,0.3,high
22.7,189.0,7.16,4.0,0.15,0.3,medium
75.8,356.0,6.82,3.0,0.5,0.35,medium
101.0,500.0,6.91,3.0,0.5,0.75,high
82.9,500.0,6.8,4.0,0.7,0.45,medium
37.6,480.0,6.76,4.0,0.3,0.35,medium
